IDCARRITO;DOCUMENTOCLIENTE;IDSUCURSAL;CODIGOBARRAS;CANTIDAD;PRECIOTOTAL;PRECIOUNITARIO;
869;1000868;125;1000000000124;6;134160;22360;424970
869;1000868;125;1000000000274;13;290810;22370;
870;1000869;125;1000000000124;7;156660;22380;179050
870;1000869;125;1000000000274;1;22390;22390;
871;1000870;125;1000000000124;6;134400;22400;425730
871;1000870;125;1000000000274;13;291330;22410;
872;1000871;125;1000000000124;13;291460;22420;493330
872;1000871;125;1000000000274;9;201870;22430;
873;1000872;125;1000000000124;6;134640;22440;224440
873;1000872;125;1000000000274;4;89800;22450;
874;1000873;125;1000000000124;2;44920;22460;67390
874;1000873;125;1000000000274;1;22470;22470;
875;1000874;125;1000000000124;12;269760;22480;404700
875;1000874;125;1000000000274;6;134940;22490;
876;1000875;126;1000000000125;6;135000;22500;247550
876;1000875;126;1000000000275;5;112550;22510;
877;1000876;126;1000000000125;14;315280;22520;585640
877;1000876;126;1000000000275;12;270360;22530;
878;1000877;126;1000000000125;7;157780;22540;428380
878;1000877;126;1000000000275;12;270600;22550;
879;1000878;126;1000000000125;1;22560;22560;67700
879;1000878;126;1000000000275;2;45140;22570;
880;1000879;126;1000000000125;10;225800;22580;338750
880;1000879;126;1000000000275;5;112950;22590;
881;1000880;126;1000000000125;5;113000;22600;203440
881;1000880;126;1000000000275;4;90440;22610;
882;1000881;126;1000000000125;2;45240;22620;339430
882;1000881;126;1000000000275;13;294190;22630;
883;1000882;127;1000000000126;14;316960;22640;475510
883;1000882;127;1000000000276;7;158550;22650;
884;1000883;127;1000000000126;6;135960;22660;271980
884;1000883;127;1000000000276;6;136020;22670;
885;1000884;127;1000000000126;11;249480;22680;453690
885;1000884;127;1000000000276;9;204210;22690;
886;1000885;127;1000000000126;7;158900;22700;431420
886;1000885;127;1000000000276;12;272520;22710;
887;1000886;127;1000000000126;3;68160;22720;227270
887;1000886;127;1000000000276;7;159110;22730;
888;1000887;127;1000000000126;1;22740;22740;318490
888;1000887;127;1000000000276;13;295750;22750;
889;1000888;127;1000000000126;7;159320;22760;250400
889;1000888;127;1000000000276;4;91080;22770;
890;1000889;128;1000000000127;10;227800;22780;387330
890;1000889;128;1000000000277;7;159530;22790;
891;1000890;128;1000000000127;7;159600;22800;228030
891;1000890;128;1000000000277;3;68430;22810;
892;1000891;128;1000000000127;3;68460;22820;296760
892;1000891;128;1000000000277;10;228300;22830;
893;1000892;128;1000000000127;9;205560;22840;342660
893;1000892;128;1000000000277;6;137100;22850;
894;1000893;128;1000000000127;1;22860;22860;68600
894;1000893;128;1000000000277;2;45740;22870;
895;1000894;128;1000000000127;3;68640;22880;205980
895;1000894;128;1000000000277;6;137340;22890;
896;1000895;128;1000000000127;10;229000;22900;274820
896;1000895;128;1000000000277;2;45820;22910;
897;1000896;129;1000000000128;11;252120;22920;573140
897;1000896;129;1000000000278;14;321020;22930;
898;1000897;129;1000000000128;3;68820;22940;298320
898;1000897;129;1000000000278;10;229500;22950;
899;1000898;129;1000000000128;2;45920;22960;206710
899;1000898;129;1000000000278;7;160790;22970;
900;1000899;129;1000000000128;6;137880;22980;229840
900;1000899;129;1000000000278;4;91960;22990;
901;1000900;129;1000000000128;12;276000;23000;368040
901;1000900;129;1000000000278;4;92040;23010;
902;1000901;129;1000000000128;14;322280;23020;529550
902;1000901;129;1000000000278;9;207270;23030;
903;1000902;129;1000000000128;2;46080;23040;184380
903;1000902;129;1000000000278;6;138300;23050;
904;1000903;130;1000000000129;12;276720;23060;369000
904;1000903;130;1000000000279;4;92280;23070;
905;1000904;130;1000000000129;7;161560;23080;438640
905;1000904;130;1000000000279;12;277080;23090;
906;1000905;130;1000000000129;5;115500;23100;415930
906;1000905;130;1000000000279;13;300430;23110;
907;1000906;130;1000000000129;13;300560;23120;531860
907;1000906;130;1000000000279;10;231300;23130;
908;1000907;130;1000000000129;2;46280;23140;92580
908;1000907;130;1000000000279;2;46300;23150;
909;1000908;130;1000000000129;3;69480;23160;278010
909;1000908;130;1000000000279;9;208530;23170;
910;1000909;130;1000000000129;11;254980;23180;347740
910;1000909;130;1000000000279;4;92760;23190;
911;1000910;131;1000000000130;8;185600;23200;324860
911;1000910;131;1000000000280;6;139260;23210;
912;1000911;131;1000000000130;12;278640;23220;557400
912;1000911;131;1000000000280;12;278760;23230;
913;1000912;131;1000000000130;5;116200;23240;325450
913;1000912;131;1000000000280;9;209250;23250;
914;1000913;131;1000000000130;11;255860;23260;325670
914;1000913;131;1000000000280;3;69810;23270;
915;1000914;131;1000000000130;6;139680;23280;326000
915;1000914;131;1000000000280;8;186320;23290;
916;1000915;131;1000000000130;2;46600;23300;163150
916;1000915;131;1000000000280;5;116550;23310;
917;1000916;131;1000000000130;1;23320;23320;326610
917;1000916;131;1000000000280;13;303290;23330;
918;1000917;132;1000000000131;2;46680;23340;233480
918;1000917;132;1000000000281;8;186800;23350;
919;1000918;132;1000000000131;3;70080;23360;186930
919;1000918;132;1000000000281;5;116850;23370;
920;1000919;132;1000000000131;8;187040;23380;233820
920;1000919;132;1000000000281;2;46780;23390;
921;1000920;132;1000000000131;3;70200;23400;93610
921;1000920;132;1000000000281;1;23410;23410;
922;1000921;132;1000000000131;3;70260;23420;234270
922;1000921;132;1000000000281;7;164010;23430;
923;1000922;132;1000000000131;8;187520;23440;398570
923;1000922;132;1000000000281;9;211050;23450;
924;1000923;132;1000000000131;5;117300;23460;281590
924;1000923;132;1000000000281;7;164290;23470;
925;1000924;133;1000000000132;10;234800;23480;493190
925;1000924;133;1000000000282;11;258390;23490;
926;1000925;133;1000000000132;8;188000;23500;517140
926;1000925;133;1000000000282;14;329140;23510;
927;1000926;133;1000000000132;7;164640;23520;282290
927;1000926;133;1000000000282;5;117650;23530;
928;1000927;133;1000000000132;3;70620;23540;211920
928;1000927;133;1000000000282;6;141300;23550;
929;1000928;133;1000000000132;9;212040;23560;400600
929;1000928;133;1000000000282;8;188560;23570;
930;1000929;133;1000000000132;11;259380;23580;377330
930;1000929;133;1000000000282;5;117950;23590;
931;1000930;133;1000000000132;1;23600;23600;354140
931;1000930;133;1000000000282;14;330540;23610;
932;1000931;134;1000000000133;5;118100;23620;448920
932;1000931;134;1000000000283;14;330820;23630;
933;1000932;134;1000000000133;7;165480;23640;354680
933;1000932;134;1000000000283;8;189200;23650;
934;1000933;134;1000000000133;6;141960;23660;402330
934;1000933;134;1000000000283;11;260370;23670;
935;1000934;134;1000000000133;12;284160;23680;592130
935;1000934;134;1000000000283;13;307970;23690;
936;1000935;134;1000000000133;5;118500;23700;189630
936;1000935;134;1000000000283;3;71130;23710;
937;1000936;134;1000000000133;14;332080;23720;616840
937;1000936;134;1000000000283;12;284760;23730;
938;1000937;134;1000000000133;6;142440;23740;166190
938;1000937;134;1000000000283;1;23750;23750;
939;1000938;135;1000000000134;13;308880;23760;641660
939;1000938;135;1000000000284;14;332780;23770;
940;1000939;135;1000000000134;10;237800;23780;332960
940;1000939;135;1000000000284;4;95160;23790;
941;1000940;135;1000000000134;4;95200;23800;238060
941;1000940;135;1000000000284;6;142860;23810;
942;1000941;135;1000000000134;8;190560;23820;476520
942;1000941;135;1000000000284;12;285960;23830;
943;1000942;135;1000000000134;12;286080;23840;596130
943;1000942;135;1000000000284;13;310050;23850;
944;1000943;135;1000000000134;3;71580;23860;143190
944;1000943;135;1000000000284;3;71610;23870;
945;1000944;135;1000000000134;5;119400;23880;406080
945;1000944;135;1000000000284;12;286680;23890;
946;1000945;136;1000000000135;6;143400;23900;454230
946;1000945;136;1000000000285;13;310830;23910;
947;1000946;136;1000000000135;13;310960;23920;358820
947;1000946;136;1000000000285;2;47860;23930;
948;1000947;136;1000000000135;13;311220;23940;407020
948;1000947;136;1000000000285;4;95800;23950;
949;1000948;136;1000000000135;13;311480;23960;479270
949;1000948;136;1000000000285;7;167790;23970;
950;1000949;136;1000000000135;13;311740;23980;527650
950;1000949;136;1000000000285;9;215910;23990;
951;1000950;136;1000000000135;12;288000;24000;408050
951;1000950;136;1000000000285;5;120050;24010;
952;1000951;136;1000000000135;9;216180;24020;312300
952;1000951;136;1000000000285;4;96120;24030;
953;1000952;137;1000000000136;9;216360;24040;529010
953;1000952;137;1000000000286;13;312650;24050;
954;1000953;137;1000000000136;12;288720;24060;577560
954;1000953;137;1000000000286;12;288840;24070;
955;1000954;137;1000000000136;11;264880;24080;313060
955;1000954;137;1000000000286;2;48180;24090;
956;1000955;137;1000000000136;3;72300;24100;192850
956;1000955;137;1000000000286;5;120550;24110;
957;1000956;137;1000000000136;12;289440;24120;313570
957;1000956;137;1000000000286;1;24130;24130;
958;1000957;137;1000000000136;12;289680;24140;531180
958;1000957;137;1000000000286;10;241500;24150;
959;1000958;137;1000000000136;8;193280;24160;483320
959;1000958;137;1000000000286;12;290040;24170;
960;1000959;138;1000000000137;6;145080;24180;241840
960;1000959;138;1000000000287;4;96760;24190;
961;1000960;138;1000000000137;10;242000;24200;314630
961;1000960;138;1000000000287;3;72630;24210;
962;1000961;138;1000000000137;2;48440;24220;169590
962;1000961;138;1000000000287;5;121150;24230;
963;1000962;138;1000000000137;7;169680;24240;290930
963;1000962;138;1000000000287;5;121250;24250;
964;1000963;138;1000000000137;2;48520;24260;72790
964;1000963;138;1000000000287;1;24270;24270;
965;1000964;138;1000000000137;5;121400;24280;242850
965;1000964;138;1000000000287;5;121450;24290;
966;1000965;138;1000000000137;13;315900;24300;437450
966;1000965;138;1000000000287;5;121550;24310;
967;1000966;139;1000000000138;7;170240;24320;194570
967;1000966;139;1000000000288;1;24330;24330;
968;1000967;139;1000000000138;8;194720;24340;389520
968;1000967;139;1000000000288;8;194800;24350;
969;1000968;139;1000000000138;8;194880;24360;389840
969;1000968;139;1000000000288;8;194960;24370;
970;1000969;139;1000000000138;4;97520;24380;219470
970;1000969;139;1000000000288;5;121950;24390;
971;1000970;139;1000000000138;6;146400;24400;195220
971;1000970;139;1000000000288;2;48820;24410;
972;1000971;139;1000000000138;13;317460;24420;561760
972;1000971;139;1000000000288;10;244300;24430;
973;1000972;139;1000000000138;4;97760;24440;244460
973;1000972;139;1000000000288;6;146700;24450;
974;1000973;140;1000000000139;5;122300;24460;391470
974;1000973;140;1000000000289;11;269170;24470;
975;1000974;140;1000000000139;10;244800;24480;416230
975;1000974;140;1000000000289;7;171430;24490;
976;1000975;140;1000000000139;6;147000;24500;343080
976;1000975;140;1000000000289;8;196080;24510;
977;1000976;140;1000000000139;6;147120;24520;392420
977;1000976;140;1000000000289;10;245300;24530;
978;1000977;140;1000000000139;13;319020;24540;490870
978;1000977;140;1000000000289;7;171850;24550;
979;1000978;140;1000000000139;3;73680;24560;368520
979;1000978;140;1000000000289;12;294840;24570;
980;1000979;140;1000000000139;4;98320;24580;319630
980;1000979;140;1000000000289;9;221310;24590;
981;1000980;141;1000000000140;11;270600;24600;418260
981;1000980;141;1000000000290;6;147660;24610;
982;1000981;141;1000000000140;12;295440;24620;418590
982;1000981;141;1000000000290;5;123150;24630;
983;1000982;141;1000000000140;8;197120;24640;468270
983;1000982;141;1000000000290;11;271150;24650;
984;1000983;141;1000000000140;10;246600;24660;394620
984;1000983;141;1000000000290;6;148020;24670;
985;1000984;141;1000000000140;1;24680;24680;370340
985;1000984;141;1000000000290;14;345660;24690;
986;1000985;141;1000000000140;5;123500;24700;247050
986;1000985;141;1000000000290;5;123550;24710;
987;1000986;141;1000000000140;5;123600;24720;173060
987;1000986;141;1000000000290;2;49460;24730;
988;1000987;142;1000000000141;4;98960;24740;346460
988;1000987;142;1000000000291;10;247500;24750;
989;1000988;142;1000000000141;6;148560;24760;445800
989;1000988;142;1000000000291;12;297240;24770;
990;1000989;142;1000000000141;9;223020;24780;520500
990;1000989;142;1000000000291;12;297480;24790;
991;1000990;142;1000000000141;14;347200;24800;694540
991;1000990;142;1000000000291;14;347340;24810;
992;1000991;142;1000000000141;7;173740;24820;347550
992;1000991;142;1000000000291;7;173810;24830;
993;1000992;142;1000000000141;5;124200;24840;372700
993;1000992;142;1000000000291;10;248500;24850;
994;1000993;142;1000000000141;13;323180;24860;372920
994;1000993;142;1000000000291;2;49740;24870;
995;1000994;143;1000000000142;10;248800;24880;522590
995;1000994;143;1000000000292;11;273790;24890;
996;1000995;143;1000000000142;8;199200;24900;498120
996;1000995;143;1000000000292;12;298920;24910;
997;1000996;143;1000000000142;1;24920;24920;373940
997;1000996;143;1000000000292;14;349020;24930;
998;1000997;143;1000000000142;10;249400;24940;424050
998;1000997;143;1000000000292;7;174650;24950;
999;1000998;143;1000000000142;9;224640;24960;574220
999;1000998;143;1000000000292;14;349580;24970;
1000;1000999;143;1000000000142;5;124900;24980;299830
1000;1000999;143;1000000000292;7;174930;24990;
1001;1001000;143;1000000000142;4;100000;25000;325090
1001;1001000;143;1000000000292;9;225090;25010;
1002;1001001;144;1000000000143;6;150120;25020;225210
1002;1001001;144;1000000000293;3;75090;25030;
1003;1001002;144;1000000000143;9;225360;25040;300510
1003;1001002;144;1000000000293;3;75150;25050;
1004;1001003;144;1000000000143;4;100240;25060;125310
1004;1001003;144;1000000000293;1;25070;25070;
1005;1001004;144;1000000000143;10;250800;25080;476610
1005;1001004;144;1000000000293;9;225810;25090;
1006;1001005;144;1000000000143;9;225900;25100;552330
1006;1001005;144;1000000000293;13;326430;25110;
1007;1001006;144;1000000000143;2;50240;25120;402060
1007;1001006;144;1000000000293;14;351820;25130;
1008;1001007;144;1000000000143;1;25140;25140;301790
1008;1001007;144;1000000000293;11;276650;25150;
1009;1001008;145;1000000000144;2;50320;25160;125830
1009;1001008;145;1000000000294;3;75510;25170;
1010;1001009;145;1000000000144;1;25180;25180;226700
1010;1001009;145;1000000000294;8;201520;25190;
1011;1001010;145;1000000000144;3;75600;25200;226860
1011;1001010;145;1000000000294;6;151260;25210;
1012;1001011;145;1000000000144;6;151320;25220;353160
1012;1001011;145;1000000000294;8;201840;25230;
1013;1001012;145;1000000000144;2;50480;25240;353480
1013;1001012;145;1000000000294;12;303000;25250;
1014;1001013;145;1000000000144;3;75780;25260;126320
1014;1001013;145;1000000000294;2;50540;25270;
1015;1001014;145;1000000000144;10;252800;25280;480410
1015;1001014;145;1000000000294;9;227610;25290;
1016;1001015;146;1000000000145;2;50600;25300;278390
1016;1001015;146;1000000000295;9;227790;25310;
1017;1001016;146;1000000000145;8;202560;25320;455860
1017;1001016;146;1000000000295;10;253300;25330;
1018;1001017;146;1000000000145;10;253400;25340;278750
1018;1001017;146;1000000000295;1;25350;25350;
1019;1001018;146;1000000000145;4;101440;25360;304400
1019;1001018;146;1000000000295;8;202960;25370;
1020;1001019;146;1000000000145;2;50760;25380;101540
1020;1001019;146;1000000000295;2;50780;25390;
1021;1001020;146;1000000000145;14;355600;25400;635110
1021;1001020;146;1000000000295;11;279510;25410;
1022;1001021;146;1000000000145;1;25420;25420;50850
1022;1001021;146;1000000000295;1;25430;25430;
1023;1001022;147;1000000000146;10;254400;25440;407100
1023;1001022;147;1000000000296;6;152700;25450;
1024;1001023;147;1000000000146;5;127300;25460;254650
1024;1001023;147;1000000000296;5;127350;25470;
1025;1001024;147;1000000000146;13;331240;25480;560650
1025;1001024;147;1000000000296;9;229410;25490;
1026;1001025;147;1000000000146;10;255000;25500;612140
1026;1001025;147;1000000000296;14;357140;25510;
1027;1001026;147;1000000000146;1;25520;25520;127640
1027;1001026;147;1000000000296;4;102120;25530;
1028;1001027;147;1000000000146;12;306480;25540;357580
1028;1001027;147;1000000000296;2;51100;25550;
1029;1001028;147;1000000000146;13;332280;25560;383420
1029;1001028;147;1000000000296;2;51140;25570;
1030;1001029;148;1000000000147;2;51160;25580;358240
1030;1001029;148;1000000000297;12;307080;25590;
1031;1001030;148;1000000000147;9;230400;25600;307230
1031;1001030;148;1000000000297;3;76830;25610;
1032;1001031;148;1000000000147;7;179340;25620;512530
1032;1001031;148;1000000000297;13;333190;25630;
1033;1001032;148;1000000000147;6;153840;25640;359040
1033;1001032;148;1000000000297;8;205200;25650;
1034;1001033;148;1000000000147;1;25660;25660;308030
1034;1001033;148;1000000000297;11;282370;25670;
1035;1001034;148;1000000000147;1;25680;25680;256890
1035;1001034;148;1000000000297;9;231210;25690;
1036;1001035;148;1000000000147;1;25700;25700;385640
1036;1001035;148;1000000000297;14;359940;25710;
1037;1001036;149;1000000000148;7;180040;25720;540260
1037;1001036;149;1000000000298;14;360220;25730;
1038;1001037;149;1000000000148;1;25740;25740;128740
1038;1001037;149;1000000000298;4;103000;25750;
1039;1001038;149;1000000000148;2;51520;25760;231910
1039;1001038;149;1000000000298;7;180390;25770;
1040;1001039;149;1000000000148;7;180460;25780;489940
1040;1001039;149;1000000000298;12;309480;25790;
1041;1001040;149;1000000000148;1;25800;25800;309710
1041;1001040;149;1000000000298;11;283910;25810;
1042;1001041;149;1000000000148;6;154920;25820;309900
1042;1001041;149;1000000000298;6;154980;25830;
1043;1001042;149;1000000000148;10;258400;25840;361800
1043;1001042;149;1000000000298;4;103400;25850;
1044;1001043;150;1000000000149;5;129300;25860;206910
1044;1001043;150;1000000000299;3;77610;25870;
1045;1001044;150;1000000000149;2;51760;25880;388330
1045;1001044;150;1000000000299;13;336570;25890;
1046;1001045;150;1000000000149;5;129500;25900;362690
1046;1001045;150;1000000000299;9;233190;25910;
1047;1001046;150;1000000000149;8;207360;25920;285150
1047;1001046;150;1000000000299;3;77790;25930;
1048;1001047;150;1000000000149;7;181580;25940;441080
1048;1001047;150;1000000000299;10;259500;25950;
1049;1001048;150;1000000000149;2;51920;25960;389530
1049;1001048;150;1000000000299;13;337610;25970;
1050;1001049;150;1000000000149;11;285780;25980;337760
1050;1001049;150;1000000000299;2;51980;25990;
